Ensembl Gene ID
ENSG00000166825
ENSG00000213390
ENSG00000177479
ENSG00000168874
ENSG00000143515
ENSG00000168646
ENSG00000147439
ENSG00000125378
ENSG00000136197
ENSG00000138794
ENSG00000167286
ENSG00000196352
ENSG00000110848
ENSG00000064309
ENSG00000165410
ENSG00000103249
ENSG00000144810
ENSG00000158270
ENSG00000105664
ENSG00000072832
ENSG00000168329
ENSG00000121966
ENSG00000164465
ENSG00000092964
ENSG00000136160
ENSG00000102890
ENSG00000159023
ENSG00000134954
ENSG00000182118
ENSG00000138685
ENSG00000128591
ENSG00000010810
ENSG00000007237
ENSG00000023572
ENSG00000147257
ENSG00000211445
ENSG00000141738
ENSG00000134317
ENSG00000136732
ENSG00000136929
ENSG00000164161
ENSG00000133265
ENSG00000144730
ENSG00000122641
ENSG00000117595
ENSG00000115232
ENSG00000078596
ENSG00000122778
ENSG00000119138
ENSG00000102753
ENSG00000159166
ENSG00000213658
ENSG00000123684
ENSG00000049323
ENSG00000090006
ENSG00000047849
ENSG00000129680
ENSG00000156603
ENSG00000166482
ENSG00000009950
ENSG00000177000
ENSG00000170502
ENSG00000070882
ENSG00000186642
ENSG00000139946
ENSG00000131779
ENSG00000165434
ENSG00000137193
ENSG00000184363
ENSG00000145287
ENSG00000122861
ENSG00000167641
ENSG00000011485
ENSG00000154229
ENSG00000164099
ENSG00000213402
ENSG00000130508
ENSG00000128340
ENSG00000105538
ENSG00000003756
ENSG00000138207
ENSG00000163933
ENSG00000158717
ENSG00000163191
ENSG00000160307
ENSG00000092421
ENSG00000119231
ENSG00000131370
ENSG00000147010
ENSG00000035115
ENSG00000118596
ENSG00000181035
ENSG00000017483
ENSG00000065613
ENSG00000145335
ENSG00000185338
ENSG00000100146
ENSG00000173898
ENSG00000157350
ENSG00000160408
ENSG00000164211
ENSG00000126561
ENSG00000140022
ENSG00000136854
ENSG00000081059
ENSG00000091513
ENSG00000069702
ENSG00000106829
ENSG00000241697
ENSG00000156298
ENSG00000132388
ENSG00000198554
ENSG00000158805
ENSG00000162702
ENSG00000180357
ENSG00000178999
ENSG00000145386
ENSG00000136193
ENSG00000122585
ENSG00000123191
ENSG00000159259
ENSG00000134057
ENSG00000156284
ENSG00000099250
ENSG00000121807
ENSG00000173369
ENSG00000019582
ENSG00000162692
ENSG00000134061
ENSG00000160255
ENSG00000137101
ENSG00000113532
ENSG00000170248
ENSG00000089685
ENSG00000126368
ENSG00000073584
ENSG00000141510
ENSG00000104419
ENSG00000105388
ENSG00000003989
ENSG00000103257
ENSG00000099899
ENSG00000101412
ENSG00000145715
ENSG00000135052
ENSG00000174851
ENSG00000150782
ENSG00000122565
ENSG00000120875
ENSG00000186298
ENSG00000099204
ENSG00000161955
ENSG00000125730
ENSG00000146918
ENSG00000047849
ENSG00000138162
ENSG00000113810
ENSG00000135336
ENSG00000156802
ENSG00000113810
ENSG00000120875
ENSG00000026508
ENSG00000166851
ENSG00000142675
ENSG00000168496
ENSG00000173486
ENSG00000182481
ENSG00000141098
ENSG00000092201
ENSG00000152518
ENSG00000111348
ENSG00000161057
ENSG00000033030
ENSG00000254996
ENSG00000026508
ENSG00000164414
ENSG00000175305
ENSG00000136147
ENSG00000051341
ENSG00000162909
ENSG00000105672
ENSG00000198276
ENSG00000076555
ENSG00000101210
ENSG00000277586
ENSG00000161955
ENSG00000189409
ENSG00000075218
ENSG00000181827
ENSG00000139219
ENSG00000148935
ENSG00000160094
ENSG00000125414
ENSG00000121858
ENSG00000240356
ENSG00000293106
ENSG00000268089
ENSG00000102699
ENSG00000166037
ENSG00000214541
ENSG00000162390
ENSG00000175063
ENSG00000182481
ENSG00000088325
ENSG00000111206
ENSG00000145386
ENSG00000089685
ENSG00000101057
ENSG00000133884
ENSG00000064012
ENSG00000171791
ENSG00000079689
ENSG00000133789
ENSG00000183864
ENSG00000143324
ENSG00000085063
ENSG00000081479
ENSG00000102007
ENSG00000112062
ENSG00000081041
ENSG00000137673
ENSG00000111341
ENSG00000178053
ENSG00000136068
ENSG00000163156
ENSG00000104219
ENSG00000243414
ENSG00000100196
ENSG00000113552
ENSG00000138231
ENSG00000153029
ENSG00000100226
ENSG00000112812
ENSG00000101443
ENSG00000121310
ENSG00000215252
ENSG00000145476
ENSG00000116237
ENSG00000119772
ENSG00000150540
ENSG00000076554
ENSG00000162704
ENSG00000119318
ENSG00000100883
ENSG00000126803
ENSG00000173451
ENSG00000099622
ENSG00000128739
ENSG00000143507
ENSG00000124783
ENSG00000178568
ENSG00000134531
ENSG00000111666
ENSG00000163956
ENSG00000101138
ENSG00000076321
ENSG00000138246
ENSG00000084234
ENSG00000132002
ENSG00000078114
ENSG00000131171
ENSG00000165609
ENSG00000139112
ENSG00000164465
ENSG00000198648
ENSG00000180370
ENSG00000101266
ENSG00000121716
ENSG00000178607
ENSG00000104205
ENSG00000166483
ENSG00000069020
ENSG00000075188
ENSG00000141367
ENSG00000184432
ENSG00000148339
ENSG00000073417
ENSG00000136738
ENSG00000129515
ENSG00000112210
ENSG00000137055
ENSG00000113739
ENSG00000012223
ENSG00000066427
ENSG00000119041
ENSG00000082701
ENSG00000155090
ENSG00000118985
ENSG00000181722
ENSG00000177508
ENSG00000134954
ENSG00000197019
ENSG00000185022
ENSG00000116560
ENSG00000179862
ENSG00000221869
ENSG00000135930
ENSG00000153936
ENSG00000018510
ENSG00000102144
ENSG00000138363
ENSG00000139163
ENSG00000119523
ENSG00000080802
ENSG00000112130
ENSG00000143106
ENSG00000133884
ENSG00000101935
ENSG00000134077
ENSG00000136197
ENSG00000109911
ENSG00000166579
ENSG00000120709
ENSG00000162783
ENSG00000120549
ENSG00000203747
ENSG00000105223
ENSG00000221978
ENSG00000058262
ENSG00000182481
ENSG00000102908
ENSG00000121073
ENSG00000239672
ENSG00000115380
ENSG00000121073
ENSG00000160271
ENSG00000171401
ENSG00000104687
ENSG00000169136
ENSG00000131473
ENSG00000117480
ENSG00000114993
ENSG00000067221
ENSG00000008394
ENSG00000095794
ENSG00000072274
ENSG00000117362
ENSG00000161542
ENSG00000166947
ENSG00000243678
ENSG00000028839
ENSG00000111358
ENSG00000130876
ENSG00000124479
ENSG00000168077
ENSG00000130203
