"gene_id"
"ENSG00000202354"
"ENSG00000252316"
"ENSG00000201098"
"ENSG00000210077"
"ENSG00000201861"
"ENSG00000210195"
"ENSG00000210164"
"ENSG00000210100"
"ENSG00000221326"
"ENSG00000252866"
"ENSG00000210174"
"ENSG00000210117"
"ENSG00000201413"
"ENSG00000216184"
"ENSG00000210191"
"ENSG00000199839"
"ENSG00000200291"
"ENSG00000201185"
"ENSG00000210112"
"ENSG00000210184"
"ENSG00000201096"
"ENSG00000273924"
"ENSG00000210154"
"ENSG00000199994"
"ENSG00000209082"
"ENSG00000277521"
"ENSG00000277915"
"ENSG00000210144"
"ENSG00000274907"
"ENSG00000277716"
"ENSG00000222427"
"ENSG00000207206"
"ENSG00000275110"
"ENSG00000278366"
"ENSG00000275169"
"ENSG00000253088"
"ENSG00000280979"
"ENSG00000202538"
"ENSG00000199886"
"ENSG00000210140"
"ENSG00000275386"
"ENSG00000200246"
"ENSG00000272351"
"ENSG00000202187"
"ENSG00000238632"
"ENSG00000277384"
"ENSG00000275377"
"ENSG00000199585"
"ENSG00000207330"
"ENSG00000199990"
"ENSG00000277137"
"ENSG00000252764"
"ENSG00000252244"
"ENSG00000206678"
"ENSG00000207180"
"ENSG00000266356"
"ENSG00000279229"
"ENSG00000207991"
"ENSG00000251767"
"ENSG00000222604"
"ENSG00000225545"
"ENSG00000274745"
"ENSG00000239115"
"ENSG00000238468"
"ENSG00000202495"
"ENSG00000281855"
"ENSG00000207454"
"ENSG00000200890"
"ENSG00000201059"
"ENSG00000252511"
"ENSG00000274318"
"ENSG00000252238"
"ENSG00000276865"
"ENSG00000201852"
"ENSG00000199332"
"ENSG00000278858"
"ENSG00000199308"
"ENSG00000275879"
"ENSG00000222394"
"ENSG00000206818"
"ENSG00000281302"
"ENSG00000248349"
"ENSG00000207099"
"ENSG00000275357"
"ENSG00000201031"
"ENSG00000252891"
"ENSG00000252420"
"ENSG00000239899"
"ENSG00000202412"
"ENSG00000201822"
"ENSG00000200622"
"ENSG00000199934"
"ENSG00000199523"
"ENSG00000223217"
"ENSG00000259266"
"ENSG00000278836"
"ENSG00000253086"
"ENSG00000276617"
"ENSG00000275890"
"ENSG00000223274"
"ENSG00000252444"
"ENSG00000202324"
"ENSG00000251940"
"ENSG00000279892"
"ENSG00000255186"
"ENSG00000238304"
"ENSG00000206985"
"ENSG00000252718"
"ENSG00000201547"
"ENSG00000280846"
"ENSG00000201390"
"ENSG00000212473"
"ENSG00000207451"
"ENSG00000279054"
"ENSG00000225972"
"ENSG00000212191"
"ENSG00000252581"
"ENSG00000201498"
"ENSG00000207438"
"ENSG00000252929"
"ENSG00000206705"
"ENSG00000244642"
"ENSG00000281479"
"ENSG00000252822"
"ENSG00000201763"
"ENSG00000207061"
"ENSG00000264725"
"ENSG00000207248"
"ENSG00000271932"
"ENSG00000206844"
"ENSG00000221262"
"ENSG00000207072"
"ENSG00000252756"
"ENSG00000212569"
"ENSG00000240341"
"ENSG00000279973"
"ENSG00000232035"
"ENSG00000274550"
"ENSG00000252222"
"ENSG00000253838"
"ENSG00000281217"
"ENSG00000277861"
